ORIGEN;DESTINO;VALOR
196  Banco Delta, S.A.;024  Banco Internacional de Costa Rica, S.A.;6035.54
196  Banco Delta, S.A.;024  Banco Internacional de Costa Rica, S.A.;500000
196  Banco Delta, S.A.;024  Banco Internacional de Costa Rica, S.A.;500000
196  Banco Delta, S.A.;050  Banco Aliado S.A.;89385.65
196  Banco Delta, S.A.;050  Banco Aliado S.A.;500000
196  Banco Delta, S.A.;140  Credicorp Bank S.A.;1000000
196  Banco Delta, S.A.;155  BAC International Bank, Inc.;6895.5
196  Banco Delta, S.A.;155  BAC International Bank, Inc.;1000000
196  Banco Delta, S.A.;155  BAC International Bank, Inc.;1000000
196  Banco Delta, S.A.;173  MMG Bank Corporation;13582.05
196  Banco Delta, S.A.;173  MMG Bank Corporation;6170.91
196  Banco Delta, S.A.;173  MMG Bank Corporation;1000000
196  Banco Delta, S.A.;173  MMG Bank Corporation;600000
196  Banco Delta, S.A.;173  MMG Bank Corporation;500000
196  Banco Delta, S.A.;182  Banistmo S.A.;505850.31
196  Banco Delta, S.A.;182  Banistmo S.A.;1032240.46
196  Banco Delta, S.A.;206  Banisi, S.A.;500000
196  Banco Delta, S.A.;206  Banisi, S.A.;500000
196  Banco Delta, S.A.;206  Banisi, S.A.;500000
196  Banco Delta, S.A.;210  Capital Bank Inc.;500000
196  Banco Delta, S.A.;231  Banco Prival, S.A.;33723.28
196  Banco Delta, S.A.;231  Banco Prival, S.A.;1065.21
196  Banco Delta, S.A.;231  Banco Prival, S.A.;1000000
196  Banco Delta, S.A.;E025 BANCO SABADELL                                         ;65072.84
196  Banco Delta, S.A.;E025 BANCO SABADELL                                         ;1000000
196  Banco Delta, S.A.;E025 BANCO SABADELL                                         ;2000000
196  Banco Delta, S.A.;E078 MORGAN STANLEY                                         ;357966.38
199  BHD International Bank (Panamá) S.A.;007  Banco Davivienda (Panamá) S.A.;62107.88
199  BHD International Bank (Panamá) S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;20000000
199  BHD International Bank (Panamá) S.A.;037  Citibank, N.A. Sucursal Panamá;20213302.63
199  BHD International Bank (Panamá) S.A.;050  Banco Aliado S.A.;13703.19
199  BHD International Bank (Panamá) S.A.;182  Banistmo S.A.;1793953.66
199  BHD International Bank (Panamá) S.A.;E025 BANCO SABADELL                                         ;5558837.68
199  BHD International Bank (Panamá) S.A.;E033 BANK OF AMERICA;3440266.31
199  BHD International Bank (Panamá) S.A.;E041 CAJA DE AHORROS DE GALICIA  (CAIXA GALICIA)            ;2144016.5
199  BHD International Bank (Panamá) S.A.;E094 THE BANK OF NEW YORK                                   ;724494.63
199  BHD International Bank (Panamá) S.A.;E101 UBS                                                    ;392682.73
199  BHD International Bank (Panamá) S.A.;E104 WELLS FARGO                                            ;139274.43
199  BHD International Bank (Panamá) S.A.;E104 WELLS FARGO                                            ;11794855.82
199  BHD International Bank (Panamá) S.A.;E149 BANCO BHD;5098.53
199  BHD International Bank (Panamá) S.A.;E149 BANCO BHD;1634191.18
199  BHD International Bank (Panamá) S.A.;E149 BANCO BHD;1053.4
201  Banesco (Panamá), S.A.;A001  Banco Nacional de Panamá;21940477.91
201  Banesco (Panamá), S.A.;A001  Banco Nacional de Panamá;6294997.5
201  Banesco (Panamá), S.A.;A001  Banco Nacional de Panamá;4000000
201  Banesco (Panamá), S.A.;003  Banco General, S.A.;5074298.99
201  Banesco (Panamá), S.A.;003  Banco General, S.A.;5002888.89
201  Banesco (Panamá), S.A.;003  Banco General, S.A.;5000000
201  Banesco (Panamá), S.A.;003  Banco General, S.A.;5006001.78
201  Banesco (Panamá), S.A.;003  Banco General, S.A.;5019741.07
201  Banesco (Panamá), S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5004389.85
201  Banesco (Panamá), S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5004609.39
201  Banesco (Panamá), S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5003072.22
201  Banesco (Panamá), S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5002852.78
201  Banesco (Panamá), S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5000000
201  Banesco (Panamá), S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5000000
201  Banesco (Panamá), S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5029839.67
201  Banesco (Panamá), S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5022482.16
201  Banesco (Panamá), S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5014466.33
201  Banesco (Panamá), S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5155461.63
201  Banesco (Panamá), S.A.;050  Banco Aliado S.A.;5045737.26
201  Banesco (Panamá), S.A.;140  Credicorp Bank S.A.;5083771.56
201  Banesco (Panamá), S.A.;182  Banistmo S.A.;5030872.58
201  Banesco (Panamá), S.A.;182  Banistmo S.A.;5000000
201  Banesco (Panamá), S.A.;231  Banco Prival, S.A.;1019738.15
201  Banesco (Panamá), S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5002870.83
201  Banesco (Panamá), S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5000000
201  Banesco (Panamá), S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5038326.93
201  Banesco (Panamá), S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5005080.43
201  Banesco (Panamá), S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5004803.92
201  Banesco (Panamá), S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5002852.78
201  Banesco (Panamá), S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5025533.28
201  Banesco (Panamá), S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;10011200.29
201  Banesco (Panamá), S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;5000000
201  Banesco (Panamá), S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;5000000
201  Banesco (Panamá), S.A.;E042 CITIBANK                                               ;22463666.15
201  Banesco (Panamá), S.A.;E042 CITIBANK                                               ;25581270.58
201  Banesco (Panamá), S.A.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;10038792.51
201  Banesco (Panamá), S.A.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;5004157.79
201  Banesco (Panamá), S.A.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;5059141.15
201  Banesco (Panamá), S.A.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;5000000
201  Banesco (Panamá), S.A.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;5030045.45
201  Banesco (Panamá), S.A.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;5006252.54
201  Banesco (Panamá), S.A.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;5038022.29
201  Banesco (Panamá), S.A.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;5009961.75
201  Banesco (Panamá), S.A.;E052 DEUTSCHE BANK                                          ;21302072.15
201  Banesco (Panamá), S.A.;E052 DEUTSCHE BANK                                          ;40000000
201  Banesco (Panamá), S.A.;E089 STANDARD CHARTERED BANK                                ;5426966.97
201  Banesco (Panamá), S.A.;E089 STANDARD CHARTERED BANK                                ;3957013.36
201  Banesco (Panamá), S.A.;E089 STANDARD CHARTERED BANK                                ;107228.49
201  Banesco (Panamá), S.A.;E089 STANDARD CHARTERED BANK                                ;5000000
201  Banesco (Panamá), S.A.;E089 STANDARD CHARTERED BANK                                ;5000000
201  Banesco (Panamá), S.A.;E090 SUMITOMO MITSUI BANKING                                ;5000000
201  Banesco (Panamá), S.A.;E090 SUMITOMO MITSUI BANKING                                ;5000000
201  Banesco (Panamá), S.A.;E090 SUMITOMO MITSUI BANKING                                ;5000000
201  Banesco (Panamá), S.A.;E090 SUMITOMO MITSUI BANKING                                ;5000000
201  Banesco (Panamá), S.A.;E090 SUMITOMO MITSUI BANKING                                ;5000000
201  Banesco (Panamá), S.A.;E090 SUMITOMO MITSUI BANKING                                ;5000000
201  Banesco (Panamá), S.A.;E090 SUMITOMO MITSUI BANKING                                ;5000000
201  Banesco (Panamá), S.A.;E090 SUMITOMO MITSUI BANKING                                ;5000000
201  Banesco (Panamá), S.A.;E147 BANCO DE BOGOTA;30995.39
201  Banesco (Panamá), S.A.;E212 Banco Etcheverría;21229959.54
206  Banisi, S.A.;A001  Banco Nacional de Panamá;4794041.91
206  Banisi, S.A.;A001  Banco Nacional de Panamá;869875.88
206  Banisi, S.A.;003  Banco General, S.A.;113528.78
206  Banisi, S.A.;003  Banco General, S.A.;76198.3
206  Banisi, S.A.;003  Banco General, S.A.;1150000
206  Banisi, S.A.;024  Banco Internacional de Costa Rica, S.A.;500000
206  Banisi, S.A.;024  Banco Internacional de Costa Rica, S.A.;1000000
206  Banisi, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;2000000
206  Banisi, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;500000
206  Banisi, S.A.;135  Multibank Inc.;500000
206  Banisi, S.A.;173  MMG Bank Corporation;501552.15
206  Banisi, S.A.;182  Banistmo S.A.;259462.66
206  Banisi, S.A.;182  Banistmo S.A.;3600000
206  Banisi, S.A.;182  Banistmo S.A.;2000000
206  Banisi, S.A.;E025 BANCO SABADELL                                         ;90744.4
206  Banisi, S.A.;E104 WELLS FARGO                                            ;1120.28
206  Banisi, S.A.;E104 WELLS FARGO                                            ;1151474.49
206  Banisi, S.A.;E104 WELLS FARGO                                            ;17800000
210  Capital Bank Inc.;A001  Banco Nacional de Panamá;9011309.98
210  Capital Bank Inc.;A001  Banco Nacional de Panamá;2386332.51
210  Capital Bank Inc.;A001  Banco Nacional de Panamá;874000
210  Capital Bank Inc.;A001  Banco Nacional de Panamá;1526000
210  Capital Bank Inc.;050  Banco Aliado S.A.;2000000
210  Capital Bank Inc.;140  Credicorp Bank S.A.;2000000
210  Capital Bank Inc.;173  MMG Bank Corporation;2255157.26
210  Capital Bank Inc.;182  Banistmo S.A.;4015239.89
210  Capital Bank Inc.;182  Banistmo S.A.;1500000
210  Capital Bank Inc.;182  Banistmo S.A.;2000000
210  Capital Bank Inc.;182  Banistmo S.A.;2000000
210  Capital Bank Inc.;182  Banistmo S.A.;2000000
210  Capital Bank Inc.;231  Banco Prival, S.A.;5534.05
210  Capital Bank Inc.;231  Banco Prival, S.A.;1000000
210  Capital Bank Inc.;231  Banco Prival, S.A.;2000000
210  Capital Bank Inc.;236  Unibank, S.A.;2000000
210  Capital Bank Inc.;236  Unibank, S.A.;2000000
210  Capital Bank Inc.;E025 BANCO SABADELL                                         ;27831904.54
210  Capital Bank Inc.;E026 BANCO SANTANDER CENTRAL HISPANO                        ;1380210.18
210  Capital Bank Inc.;E045 COMMERZBANK                                            ;2000000
210  Capital Bank Inc.;E052 DEUTSCHE BANK                                          ;3968092.69
210  Capital Bank Inc.;E052 DEUTSCHE BANK                                          ;30761469.93
210  Capital Bank Inc.;E052 DEUTSCHE BANK                                          ;1400000
210  Capital Bank Inc.;E052 DEUTSCHE BANK                                          ;450000
210  Capital Bank Inc.;E085 SAFRA BANK;265039.02
210  Capital Bank Inc.;E094 THE BANK OF NEW YORK                                   ;32402.92
210  Capital Bank Inc.;E179 ANDBANC GRUP AGRICOL REIG;1257150.38
210  Capital Bank Inc.;E999 OTRAS ENTIDADES BANCARIAS;10000000
215  Mercantil Banco S.A.;A001  Banco Nacional de Panamá;6729312.47
215  Mercantil Banco S.A.;A001  Banco Nacional de Panamá;3386833.36
215  Mercantil Banco S.A.;003  Banco General, S.A.;231943.19
215  Mercantil Banco S.A.;182  Banistmo S.A.;13587.64
215  Mercantil Banco S.A.;201  Banesco (Panamá), S.A.;2000000
215  Mercantil Banco S.A.;231  Banco Prival, S.A.;443859.53
215  Mercantil Banco S.A.;231  Banco Prival, S.A.;1000000
215  Mercantil Banco S.A.;E043 CLEARSTREAM BANKING                                    ;1430.8
215  Mercantil Banco S.A.;E043 CLEARSTREAM BANKING                                    ;14230.68
215  Mercantil Banco S.A.;E043 CLEARSTREAM BANKING                                    ;1101.11
215  Mercantil Banco S.A.;E089 STANDARD CHARTERED BANK                                ;39314.85
215  Mercantil Banco S.A.;E089 STANDARD CHARTERED BANK                                ;4479523.51
215  Mercantil Banco S.A.;E094 THE BANK OF NEW YORK                                   ;55381.72
215  Mercantil Banco S.A.;E101 UBS                                                    ;6.72
215  Mercantil Banco S.A.;E101 UBS                                                    ;4879.2
215  Mercantil Banco S.A.;E229 BANKINTER;3932853.61
220  Banco Panamá, S.A.;A001  Banco Nacional de Panamá;19732818.93
220  Banco Panamá, S.A.;A001  Banco Nacional de Panamá;1426520.49
220  Banco Panamá, S.A.;003  Banco General, S.A.;1849.63
220  Banco Panamá, S.A.;003  Banco General, S.A.;565174.66
220  Banco Panamá, S.A.;024  Banco Internacional de Costa Rica, S.A.;2500000
220  Banco Panamá, S.A.;024  Banco Internacional de Costa Rica, S.A.;1500000
220  Banco Panamá, S.A.;024  Banco Internacional de Costa Rica, S.A.;1000000
220  Banco Panamá, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5000000
220  Banco Panamá, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;2000000
220  Banco Panamá, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;2000000
220  Banco Panamá, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;3000000
220  Banco Panamá, S.A.;050  Banco Aliado S.A.;9919.43
220  Banco Panamá, S.A.;050  Banco Aliado S.A.;1000000
220  Banco Panamá, S.A.;050  Banco Aliado S.A.;2500000
220  Banco Panamá, S.A.;050  Banco Aliado S.A.;3500000
220  Banco Panamá, S.A.;050  Banco Aliado S.A.;3000000
220  Banco Panamá, S.A.;050  Banco Aliado S.A.;1000000
220  Banco Panamá, S.A.;050  Banco Aliado S.A.;2000000
220  Banco Panamá, S.A.;050  Banco Aliado S.A.;2500000
220  Banco Panamá, S.A.;056  Towerbank International Inc.;2000000
220  Banco Panamá, S.A.;056  Towerbank International Inc.;2000000
220  Banco Panamá, S.A.;056  Towerbank International Inc.;1000000
220  Banco Panamá, S.A.;135  Multibank Inc.;2000000
220  Banco Panamá, S.A.;135  Multibank Inc.;3000000
220  Banco Panamá, S.A.;135  Multibank Inc.;3000000
220  Banco Panamá, S.A.;140  Credicorp Bank S.A.;1000000
220  Banco Panamá, S.A.;140  Credicorp Bank S.A.;2000000
220  Banco Panamá, S.A.;140  Credicorp Bank S.A.;1000000
220  Banco Panamá, S.A.;148  Global Bank Corporation;713717.25
220  Banco Panamá, S.A.;173  MMG Bank Corporation;929087.73
220  Banco Panamá, S.A.;173  MMG Bank Corporation;1439710.7
220  Banco Panamá, S.A.;173  MMG Bank Corporation;2000000
220  Banco Panamá, S.A.;182  Banistmo S.A.;5000000
220  Banco Panamá, S.A.;182  Banistmo S.A.;4000000
220  Banco Panamá, S.A.;231  Banco Prival, S.A.;205501.09
220  Banco Panamá, S.A.;231  Banco Prival, S.A.;1000000
220  Banco Panamá, S.A.;231  Banco Prival, S.A.;2000000
220  Banco Panamá, S.A.;E005 BAC                                                    ;892729.85
220  Banco Panamá, S.A.;E005 BAC                                                    ;3000000
220  Banco Panamá, S.A.;E005 BAC                                                    ;3000000
220  Banco Panamá, S.A.;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;3000000
220  Banco Panamá, S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;7000000
220  Banco Panamá, S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;3000000
220  Banco Panamá, S.A.;E042 CITIBANK                                               ;12660441.27
220  Banco Panamá, S.A.;E085 SAFRA BANK;3500000
220  Banco Panamá, S.A.;E085 SAFRA BANK;3000000
220  Banco Panamá, S.A.;E098 THE ROYAL BANK OF CANADA                               ;18852.66
220  Banco Panamá, S.A.;E101 UBS                                                    ;2853.31
220  Banco Panamá, S.A.;E212 Banco Etcheverría;487.06
224  Banco  Credit  Andorra (Panamá) S. A.;182  Banistmo S.A.;3338812.56
224  Banco  Credit  Andorra (Panamá) S. A.;182  Banistmo S.A.;135956.97
224  Banco  Credit  Andorra (Panamá) S. A.;182  Banistmo S.A.;540389.73
224  Banco  Credit  Andorra (Panamá) S. A.;E094 THE BANK OF NEW YORK                                   ;873457.8
224  Banco  Credit  Andorra (Panamá) S. A.;E094 THE BANK OF NEW YORK                                   ;4568056.33
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;2744.02
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;14942.81
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;17998539.51
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;17533850.95
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;3541.51
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;147393.41
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;1949795.78
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;2890838
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;456440.44
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;326428.1
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;1348.45
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;10506.58
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;187921.68
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;1046062.33
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;5302686.62
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;19844.12
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;11746.16
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;334763.75
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;68246.96
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;108597.99
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;248678.56
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;4249975
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;6849057.3
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;825000
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;110000
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;170000
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;1299349.48
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;1150000
224  Banco  Credit  Andorra (Panamá) S. A.;E155 CREDIT ANDORRA;110000
225  BCT Bank International, S.A.;A001  Banco Nacional de Panamá;9018587.45
225  BCT Bank International, S.A.;A001  Banco Nacional de Panamá;111997.89
225  BCT Bank International, S.A.;A001  Banco Nacional de Panamá;200000
225  BCT Bank International, S.A.;024  Banco Internacional de Costa Rica, S.A.;42141
225  BCT Bank International, S.A.;024  Banco Internacional de Costa Rica, S.A.;2000000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;1000000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;2000000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;2000000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;1000000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;1500000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;1500000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;1500000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;1500000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;1500000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;2000000
225  BCT Bank International, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;4500000
225  BCT Bank International, S.A.;173  MMG Bank Corporation;4948.19
225  BCT Bank International, S.A.;206  Banisi, S.A.;1000000
225  BCT Bank International, S.A.;E026 BANCO SANTANDER CENTRAL HISPANO                        ;52986.53
225  BCT Bank International, S.A.;E033 BANK OF AMERICA;26954950.31
225  BCT Bank International, S.A.;E052 DEUTSCHE BANK                                          ;1235557.76
225  BCT Bank International, S.A.;E052 DEUTSCHE BANK                                          ;5191206.91
225  BCT Bank International, S.A.;E057 EFG BANK                                               ;44135.65
225  BCT Bank International, S.A.;E069 JP MORGAN CHASE ;25713775.51
225  BCT Bank International, S.A.;E130 UNION BANCAIRE PRIVÉE (UBP).;38171.05
225  BCT Bank International, S.A.;E206 Euroclear Bank;66165.72
226  BBP BANK, S.A.;A001  Banco Nacional de Panamá;3952018.93
226  BBP BANK, S.A.;A001  Banco Nacional de Panamá;150280.65
226  BBP BANK, S.A.;148  Global Bank Corporation;186968.25
226  BBP BANK, S.A.;173  MMG Bank Corporation;385766.31
226  BBP BANK, S.A.;182  Banistmo S.A.;849009.44
226  BBP BANK, S.A.;E042 CITIBANK                                               ;16874084.5
226  BBP BANK, S.A.;E069 JP MORGAN CHASE ;157011.18
226  BBP BANK, S.A.;E078 MORGAN STANLEY                                         ;5571703.44
226  BBP BANK, S.A.;E089 STANDARD CHARTERED BANK                                ;4734283.57
226  BBP BANK, S.A.;E101 UBS                                                    ;371532.13
226  BBP BANK, S.A.;E104 WELLS FARGO                                            ;14711112.89
230  Andbank ( Panamá), S.A;A001  Banco Nacional de Panamá;9443.6
230  Andbank ( Panamá), S.A;A001  Banco Nacional de Panamá;9443.6
230  Andbank ( Panamá), S.A;155  BAC International Bank, Inc.;1069839.89
230  Andbank ( Panamá), S.A;155  BAC International Bank, Inc.;871122.46
230  Andbank ( Panamá), S.A;185  St. Georges Bank & Company, Inc.;446426.2
230  Andbank ( Panamá), S.A;185  St. Georges Bank & Company, Inc.;46364.1
230  Andbank ( Panamá), S.A;185  St. Georges Bank & Company, Inc.;446426.2
230  Andbank ( Panamá), S.A;185  St. Georges Bank & Company, Inc.;46364.1
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;169157.94
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;221791.58
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;0.09
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;458.12
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;11319900.1
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;0.01
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;0.72
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;0.03
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;8.11
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;0.26
230  Andbank ( Panamá), S.A;E179 ANDBANC GRUP AGRICOL REIG;0.19
230  Andbank ( Panamá), S.A;E251 PERSHING;448264.85
230  Andbank ( Panamá), S.A;E251 PERSHING;142675
230  Andbank ( Panamá), S.A;E251 PERSHING;8532.91
230  Andbank ( Panamá), S.A;E251 PERSHING;12374.57
230  Andbank ( Panamá), S.A;E251 PERSHING;3074.75
230  Andbank ( Panamá), S.A;E251 PERSHING;3001.86
231  Banco Prival, S.A.;A001  Banco Nacional de Panamá;297022.18
231  Banco Prival, S.A.;A001  Banco Nacional de Panamá;32856092.5
231  Banco Prival, S.A.;056  Towerbank International Inc.;1000000
231  Banco Prival, S.A.;136  Metrobank, S.A.;1000000
231  Banco Prival, S.A.;140  Credicorp Bank S.A.;1000000
231  Banco Prival, S.A.;140  Credicorp Bank S.A.;1000000
231  Banco Prival, S.A.;148  Global Bank Corporation;264496.61
231  Banco Prival, S.A.;148  Global Bank Corporation;1000000
231  Banco Prival, S.A.;196  Banco Delta, S.A.;1000000
231  Banco Prival, S.A.;220  Banco Panamá, S.A.;1000000
231  Banco Prival, S.A.;220  Banco Panamá, S.A.;1000000
231  Banco Prival, S.A.;E005 BAC                                                    ;4430922.93
231  Banco Prival, S.A.;E052 DEUTSCHE BANK                                          ;6900466.9
231  Banco Prival, S.A.;E052 DEUTSCHE BANK                                          ;3217120.45
231  Banco Prival, S.A.;E094 THE BANK OF NEW YORK                                   ;7949.33
231  Banco Prival, S.A.;E094 THE BANK OF NEW YORK                                   ;12963.71
231  Banco Prival, S.A.;E094 THE BANK OF NEW YORK                                   ;13577.63
231  Banco Prival, S.A.;E094 THE BANK OF NEW YORK                                   ;114827.03
231  Banco Prival, S.A.;E094 THE BANK OF NEW YORK                                   ;200690.57
231  Banco Prival, S.A.;E094 THE BANK OF NEW YORK                                   ;2765532.12
231  Banco Prival, S.A.;E094 THE BANK OF NEW YORK                                   ;3328265.78
231  Banco Prival, S.A.;E094 THE BANK OF NEW YORK                                   ;7122807.73
231  Banco Prival, S.A.;E206 Euroclear Bank;1182.92
231  Banco Prival, S.A.;E206 Euroclear Bank;3584.15
231  Banco Prival, S.A.;E206 Euroclear Bank;4377.78
231  Banco Prival, S.A.;E206 Euroclear Bank;11976.84
231  Banco Prival, S.A.;E206 Euroclear Bank;12769.52
231  Banco Prival, S.A.;E206 Euroclear Bank;19755.92
231  Banco Prival, S.A.;E206 Euroclear Bank;60796.45
231  Banco Prival, S.A.;E206 Euroclear Bank;305361.64
231  Banco Prival, S.A.;E206 Euroclear Bank;331155.07
231  Banco Prival, S.A.;E206 Euroclear Bank;1586558.75
231  Banco Prival, S.A.;E206 Euroclear Bank;9544501.03
231  Banco Prival, S.A.;E206 Euroclear Bank;14409138.27
233  Banco Lafise Panamá S.A.;A001  Banco Nacional de Panamá;903504.58
233  Banco Lafise Panamá S.A.;A001  Banco Nacional de Panamá;24435230.05
233  Banco Lafise Panamá S.A.;024  Banco Internacional de Costa Rica, S.A.;34634.5
233  Banco Lafise Panamá S.A.;148  Global Bank Corporation;1009024.17
233  Banco Lafise Panamá S.A.;A001  Banco Nacional de Panamá;181451.06
233  Banco Lafise Panamá S.A.;E069 JP MORGAN CHASE ;5212453.94
233  Banco Lafise Panamá S.A.;E069 JP MORGAN CHASE ;1675240.57
233  Banco Lafise Panamá S.A.;E229 BANKINTER;1896435.35
234  Banco Internacional de Perú, S.A.A.;182  Banistmo S.A.;57130.33
234  Banco Internacional de Perú, S.A.A.;E089 STANDARD CHARTERED BANK                                ;12794505.98
234  Banco Internacional de Perú, S.A.A.;E184 INTELIGO BANK- NASSAU- BAHAMAS;393913.6
235  Banco La Hipotecaria, S. A.;A001  Banco Nacional de Panamá;2868930.7
235  Banco La Hipotecaria, S. A.;A001  Banco Nacional de Panamá;1947737
235  Banco La Hipotecaria, S. A.;003  Banco General, S.A.;643610.76
